Point ID,Points_m_XYZ_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
24446,7.654,583937651,32253,7.654,15,2,583937651,-13
24447,9.212,583937656,32254,9.212,12,4,583937656,-11
24448,11.642,583937661,32256,11.642,14,6,583937661,-9
24449,15.832,583937665,32258,15.832,9,8,583937665,-7
24450,20.142,583937670,32259,20.142,40,10,583937670,-5
24451,35.718,583937672,32260,35.718,11,11,583937672,11
24452,20.098,583937674,32261,20.098,43,12,583937674,-3
24453,36.21,583937677,32262,36.21,12,13,583937677,13
24454,20.094,583937679,32263,20.094,28,14,583937679,-1
24455,6.572,583937702,32270,6.572,16,0,583937702,-15
24456,20.1,583937704,32271,20.1,36,1,583937704,1
24457,7.642,583937707,32272,7.642,16,2,583937707,-13
24458,9.196,583937711,32273,9.196,12,4,583937711,-11
24459,35.632,583937714,32274,35.632,9,5,583937714,5
24460,11.618,583937716,32275,11.618,14,6,583937716,-9
24461,15.788,583937720,32277,15.788,9,8,583937720,-7
24462,40.078,583937723,32277,40.078,73,9,583937723,9
24463,20.122,583937725,32278,20.122,38,10,583937725,-5
24464,36.142,583937727,32279,36.142,11,11,583937727,11
24465,20.086,583937730,32280,20.086,43,12,583937730,-3
24466,36.636,583937732,32281,36.636,12,13,583937732,13
24467,20.086,583937734,32282,20.086,28,14,583937734,-1
24468,6.56,583937757,32290,6.56,16,0,583937757,-15
24469,20.088,583937760,32291,20.088,36,1,583937760,1
24470,7.63,583937762,32292,7.63,16,2,583937762,-13
24471,9.19,583937767,32293,9.19,11,4,583937767,-11
24472,35.72,583937769,32294,35.72,9,5,583937769,5
24473,11.59,583937771,32295,11.59,14,6,583937771,-9
24474,15.74,583937776,32297,15.74,9,8,583937776,-7
24475,40.046,583937778,32298,40.046,73,9,583937778,9
24476,20.116,583937780,32298,20.116,33,10,583937780,-5
24477,36.618,583937783,32299,36.618,12,11,583937783,11
24478,20.058,583937785,32300,20.058,43,12,583937785,-3
24479,20.07,583937790,32302,20.07,28,14,583937790,-1
24480,6.562,583937813,32310,6.562,16,0,583937813,-15
24481,20.076,583937815,32311,20.076,33,1,583937815,1
24482,7.606,583937817,32312,7.606,16,2,583937817,-13
24483,20.264,583937820,32312,20.264,2,3,583937820,3
24484,9.178,583937822,32313,9.178,10,4,583937822,-11
24485,35.958,583937824,32314,35.958,18,5,583937824,5
24486,11.57,583937826,32315,11.57,16,6,583937826,-9
24487,15.67,583937831,32317,15.67,11,8,583937831,-7
24488,20.102,583937836,32318,20.102,28,10,583937836,-5
24489,37.074,583937838,32319,37.074,12,11,583937838,11
24490,20.042,583937840,32320,20.042,43,12,583937840,-3
24491,20.066,583937845,32322,20.066,28,14,583937845,-1
24492,6.554,583937868,32330,6.554,19,0,583937868,-15
24493,20.052,583937870,32331,20.052,33,1,583937870,1
24494,7.594,583937872,32332,7.594,15,2,583937872,-13
24495,20.18,583937875,32332,20.18,2,3,583937875,3
24496,9.154,583937877,32333,9.154,10,4,583937877,-11
24497,36.404,583937879,32334,36.404,18,5,583937879,5
24498,11.562,583937882,32335,11.562,16,6,583937882,-9
24499,15.6,583937886,32337,15.6,11,8,583937886,-7
24500,20.092,583937891,32338,20.092,30,10,583937891,-5
24501,37.556,583937893,32339,37.556,12,11,583937893,11
24502,20.022,583937896,32340,20.022,43,12,583937896,-3
24503,20.026,583937900,32342,20.026,25,14,583937900,-1
24504,6.53,583937923,32350,6.53,19,0,583937923,-15
24505,20.052,583937925,32351,20.052,33,1,583937925,1
24506,7.594,583937928,32352,7.594,16,2,583937928,-13
24507,20.188,583937930,32353,20.188,2,3,583937930,3
24508,9.146,583937932,32353,9.146,10,4,583937932,-11
24509,36.87,583937935,32354,36.87,19,5,583937935,5
24510,11.518,583937937,32355,11.518,14,6,583937937,-9
24511,15.566,583937942,32357,15.566,11,8,583937942,-7
24512,20.064,583937946,32358,20.064,33,10,583937946,-5
24513,38.07,583937949,32359,38.07,13,11,583937949,11
24514,20.01,583937951,32360,20.01,43,12,583937951,-3
24515,20.014,583937955,32362,20.014,25,14,583937955,-1
24516,6.518,583937978,32370,6.518,19,0,583937978,-15
24517,20.034,583937981,32371,20.034,36,1,583937981,1
24518,7.586,583937983,32372,7.586,16,2,583937983,-13
24519,20.092,583937985,32372,20.092,2,3,583937985,3
24520,9.13,583937988,32373,9.13,10,4,583937988,-11
24521,37.326,583937990,32374,37.326,14,5,583937990,5
24522,11.49,583937992,32375,11.49,14,6,583937992,-9
24523,38.296,583937995,32376,38.296,72,7,583937995,7
24524,15.526,583937997,32377,15.526,11,8,583937997,-7
24525,38.514,583937999,32378,38.514,67,9,583937999,9
24526,20.034,583938002,32378,20.034,28,10,583938002,-5
24527,38.56,583938004,32379,38.56,9,11,583938004,11
24528,20.002,583938006,32380,20.002,43,12,583938006,-3
24529,19.998,583938011,32382,19.998,28,14,583938011,-1
24530,6.518,583938034,32390,6.518,19,0,583938034,-15
24531,20,583938036,32391,20,36,1,583938036,1
24532,7.56,583938038,32392,7.56,18,2,583938038,-13
24533,20.05,583938041,32392,20.05,9,3,583938041,3
24534,9.122,583938043,32393,9.122,10,4,583938043,-11
24535,37.844,583938045,32394,37.844,15,5,583938045,5
24536,11.47,583938048,32395,11.47,14,6,583938048,-9
24537,38.268,583938050,32396,38.268,53,7,583938050,7
24538,15.492,583938052,32397,15.492,11,8,583938052,-7
24539,38.612,583938055,32397,38.612,8,9,583938055,9
24540,20.034,583938057,32398,20.034,28,10,583938057,-5
24541,39.058,583938059,32399,39.058,9,11,583938059,11
24542,19.97,583938061,32400,19.97,42,12,583938061,-3
24543,19.994,583938066,32402,19.994,28,14,583938066,-1
24544,6.512,583938089,32410,6.512,22,0,583938089,-15
24545,19.998,583938091,32411,19.998,36,1,583938091,1
24546,7.556,583938094,32412,7.556,18,2,583938094,-13
24547,20.01,583938096,32412,20.01,14,3,583938096,3
24548,9.102,583938098,32413,9.102,10,4,583938098,-11
24549,38.372,583938101,32414,38.372,10,5,583938101,5
24550,11.462,583938103,32415,11.462,14,6,583938103,-9
24551,38.756,583938105,32416,38.756,18,7,583938105,7
24552,15.432,583938108,32417,15.432,13,8,583938108,-7
24553,20.02,583938112,32418,20.02,30,10,583938112,-5
24554,39.614,583938114,32419,39.614,9,11,583938114,11
24555,19.946,583938117,32420,19.946,42,12,583938117,-3
24556,19.982,583938121,32422,19.982,28,14,583938121,-1
24557,6.502,583938144,32430,6.502,19,0,583938144,-15
24558,19.978,583938147,32431,19.978,36,1,583938147,1
24559,7.55,583938149,32432,7.55,18,2,583938149,-13
24560,19.97,583938151,32432,19.97,15,3,583938151,3
24561,9.086,583938154,32433,9.086,10,4,583938154,-11
24562,38.92,583938156,32434,38.92,10,5,583938156,5
24563,11.454,583938158,32435,11.454,9,6,583938158,-9
24564,39.322,583938160,32436,39.322,19,7,583938160,7
24565,15.362,583938163,32437,15.362,13,8,583938163,-7
24566,21.244,583938165,32437,21.244,2,9,583938165,9
24567,20.004,583938167,32438,20.004,33,10,583938167,-5
24568,40.126,583938170,32439,40.126,14,11,583938170,11
24569,19.946,583938172,32440,19.946,42,12,583938172,-3
24570,19.962,583938177,32442,19.962,27,14,583938177,-1
24571,6.474,583938200,32450,6.474,19,0,583938200,-15
24572,19.978,583938202,32451,19.978,39,1,583938202,1
24573,7.536,583938204,32452,7.536,18,2,583938204,-13
24574,19.97,583938207,32452,19.97,18,3,583938207,3
24575,9.066,583938209,32453,9.066,11,4,583938209,-11
24576,39.432,583938211,32454,39.432,10,5,583938211,5
24577,11.424,583938213,32455,11.424,11,6,583938213,-9
24578,39.618,583938216,32456,39.618,19,7,583938216,7
24579,15.314,583938218,32457,15.314,13,8,583938218,-7
24580,19.978,583938223,32458,19.978,28,10,583938223,-5
24581,19.926,583938227,32460,19.926,42,12,583938227,-3
24582,19.926,583938232,32462,19.926,27,14,583938232,-1
24583,6.472,583938255,32468,6.472,22,0,583938255,-15
24584,19.942,583938257,32469,19.942,37,1,583938257,1
24585,7.528,583938260,32470,7.528,18,2,583938260,-13
24586,19.97,583938262,32470,19.97,18,3,583938262,3
24587,9.058,583938264,32471,9.058,10,4,583938264,-11
24588,11.416,583938269,32473,11.416,11,6,583938269,-9
24589,15.216,583938273,32475,15.216,13,8,583938273,-7
24590,19.958,583938278,32476,19.958,28,10,583938278,-5
24591,19.918,583938283,32478,19.918,42,12,583938283,-3
24592,19.926,583938287,32480,19.926,30,14,583938287,-1
24593,6.466,583938310,32488,6.466,19,0,583938310,-15
24594,19.922,583938313,32489,19.922,37,1,583938313,1
24595,7.518,583938315,32490,7.518,16,2,583938315,-13
24596,19.964,583938317,32490,19.964,18,3,583938317,3
24597,9.05,583938319,32491,9.05,11,4,583938319,-11
24598,11.394,583938324,32493,11.394,14,6,583938324,-9
24599,15.18,583938329,32495,15.18,13,8,583938329,-7
24600,19.954,583938333,32496,19.954,28,10,583938333,-5
24601,19.914,583938338,32498,19.914,42,12,583938338,-3
24602,19.914,583938343,32500,19.914,27,14,583938343,-1
24603,6.454,583938366,32508,6.454,19,0,583938366,-15
24604,19.914,583938368,32509,19.914,40,1,583938368,1
24605,7.492,583938370,32510,7.492,18,2,583938370,-13
24606,19.966,583938372,32510,19.966,18,3,583938372,3
24607,9.034,583938375,32511,9.034,11,4,583938375,-11
24608,70.572,583938377,32512,70.572,19,5,583938377,5
24609,11.374,583938379,32513,11.374,9,6,583938379,-9
24610,15.114,583938384,32515,15.114,11,8,583938384,-7
24611,19.95,583938389,32516,19.95,28,10,583938389,-5
24612,19.886,583938393,32518,19.886,47,12,583938393,-3
24613,19.906,583938398,32520,19.906,30,14,583938398,-1
24614,6.454,583938421,32528,6.454,19,0,583938421,-15
24615,19.898,583938423,32529,19.898,37,1,583938423,1
24616,7.496,583938425,32530,7.496,18,2,583938425,-13
24617,19.942,583938428,32530,19.942,20,3,583938428,3
24618,9.022,583938430,32531,9.022,11,4,583938430,-11
24619,11.374,583938435,32533,11.374,14,6,583938435,-9
24620,15.078,583938439,32535,15.078,11,8,583938439,-7
24621,19.938,583938444,32536,19.938,28,10,583938444,-5
24622,19.886,583938448,32538,19.886,42,12,583938448,-3
24623,19.882,583938453,32540,19.882,27,14,583938453,-1
24624,6.428,583938476,32548,6.428,21,0,583938476,-15
24625,19.89,583938478,32549,19.89,37,1,583938478,1
24626,7.49,583938481,32550,7.49,16,2,583938481,-13
24627,19.932,583938483,32551,19.932,22,3,583938483,3
24628,8.994,583938485,32551,8.994,11,4,583938485,-11
24629,11.354,583938490,32553,11.354,14,6,583938490,-9
24630,15.03,583938495,32555,15.03,13,8,583938495,-7
24631,19.914,583938499,32556,19.914,28,10,583938499,-5
24632,19.862,583938504,32558,19.862,42,12,583938504,-3
24633,19.862,583938508,32560,19.862,27,14,583938508,-1
24634,6.418,583938531,32568,6.418,18,0,583938531,-15
24635,19.878,583938534,32569,19.878,37,1,583938534,1
24636,7.486,583938536,32570,7.486,16,2,583938536,-13
24637,19.922,583938538,32571,19.922,15,3,583938538,3
24638,8.986,583938541,32571,8.986,11,4,583938541,-11
24639,11.33,583938545,32573,11.33,14,6,583938545,-9
24640,14.984,583938550,32575,14.984,13,8,583938550,-7
24641,19.902,583938554,32576,19.902,19,10,583938554,-5
24642,19.866,583938559,32578,19.866,42,12,583938559,-3
24643,19.854,583938564,32580,19.854,27,14,583938564,-1
24644,6.418,583938587,32588,6.418,15,0,583938587,-15
24645,19.846,583938589,32589,19.846,37,1,583938589,1
24646,7.466,583938591,32590,7.466,16,2,583938591,-13
24647,19.91,583938594,32591,19.91,13,3,583938594,3
24648,8.99,583938596,32591,8.99,10,4,583938596,-11
24649,11.29,583938601,32593,11.29,14,6,583938601,-9
24650,14.95,583938605,32595,14.95,14,8,583938605,-7
24651,19.89,583938610,32596,19.89,19,10,583938610,-5
24652,19.842,583938614,32598,19.842,42,12,583938614,-3
24653,19.838,583938619,32600,19.838,24,14,583938619,-1
24654,6.392,583938642,32608,6.392,15,0,583938642,-15
24655,19.846,583938644,32609,19.846,34,1,583938644,1
24656,7.448,583938647,32610,7.448,18,2,583938647,-13
24657,19.878,583938649,32611,19.878,15,3,583938649,3
24658,8.974,583938651,32611,8.974,10,4,583938651,-11
24659,11.286,583938656,32613,11.286,14,6,583938656,-9
24660,14.904,583938660,32615,14.904,13,8,583938660,-7
24661,19.882,583938665,32616,19.882,19,10,583938665,-5
24662,19.826,583938670,32618,19.826,42,12,583938670,-3
24663,19.842,583938674,32620,19.842,30,14,583938674,-1
24664,6.386,583938697,32628,6.386,15,0,583938697,-15
24665,19.834,583938700,32629,19.834,34,1,583938700,1
24666,7.44,583938702,32630,7.44,18,2,583938702,-13
24667,19.864,583938704,32631,19.864,18,3,583938704,3
24668,8.942,583938707,32631,8.942,10,4,583938707,-11
24669,11.266,583938711,32633,11.266,14,6,583938711,-9
24670,14.83,583938716,32635,14.83,11,8,583938716,-7
24671,19.872,583938720,32636,19.872,16,10,583938720,-5
24672,19.818,583938725,32638,19.818,47,12,583938725,-3
24673,19.81,583938730,32640,19.81,27,14,583938730,-1
24674,6.366,583938753,32648,6.366,15,0,583938753,-15
24675,19.83,583938755,32649,19.83,37,1,583938755,1
24676,7.436,583938757,32650,7.436,18,2,583938757,-13
24677,19.846,583938760,32651,19.846,15,3,583938760,3
24678,8.926,583938762,32651,8.926,11,4,583938762,-11
24679,11.258,583938766,32653,11.258,14,6,583938766,-9
24680,14.78,583938771,32655,14.78,13,8,583938771,-7
24681,19.848,583938776,32656,19.848,16,10,583938776,-5
24682,19.806,583938780,32658,19.806,42,12,583938780,-3
24683,19.806,583938785,32660,19.806,27,14,583938785,-1
24684,6.354,583938808,32667,6.354,18,0,583938808,-15
24685,19.806,583938810,32668,19.806,37,1,583938810,1
24686,7.426,583938813,32669,7.426,16,2,583938813,-13
24687,19.852,583938815,32669,19.852,24,3,583938815,3
24688,8.912,583938817,32670,8.912,12,4,583938817,-11
24689,11.242,583938822,32672,11.242,14,6,583938822,-9
24690,14.752,583938826,32674,14.752,13,8,583938826,-7
24691,19.834,583938831,32675,19.834,14,10,583938831,-5
24692,19.81,583938836,32677,19.81,26,12,583938836,-3
24693,19.79,583938840,32679,19.79,27,14,583938840,-1
24694,6.348,583938863,32687,6.348,15,0,583938863,-15
24695,19.794,583938866,32688,19.794,37,1,583938866,1
24696,7.408,583938868,32689,7.408,18,2,583938868,-13
24697,19.856,583938870,32689,19.856,22,3,583938870,3
24698,8.892,583938872,32690,8.892,12,4,583938872,-11
24699,11.216,583938877,32692,11.216,11,6,583938877,-9
24700,14.71,583938882,32694,14.71,11,8,583938882,-7
24701,19.79,583938895,32699,19.79,30,14,583938895,-1
24702,6.326,583938919,32708,6.326,15,0,583938919,-15
24703,19.786,583938921,32709,19.786,37,1,583938921,1
24704,7.392,583938923,32710,7.392,18,2,583938923,-13
24705,19.832,583938925,32711,19.832,20,3,583938925,3
24706,8.884,583938928,32711,8.884,13,4,583938928,-11
24707,11.216,583938932,32713,11.216,11,6,583938932,-9
24708,14.64,583938937,32715,14.64,13,8,583938937,-7
24709,18.836,583938942,32716,18.836,2,10,583938942,-5
24710,18.806,583938946,32718,18.806,5,12,583938946,-3
24711,19.778,583938951,32720,19.778,27,14,583938951,-1
24712,6.324,583938974,32728,6.324,15,0,583938974,-15
24713,19.77,583938976,32729,19.77,37,1,583938976,1
24714,7.384,583938978,32730,7.384,18,2,583938978,-13
24715,19.806,583938981,32731,19.806,29,3,583938981,3
24716,8.856,583938983,32731,8.856,13,4,583938983,-11
24717,11.194,583938988,32733,11.194,14,6,583938988,-9
24718,14.57,583938992,32735,14.57,13,8,583938992,-7
24719,18.812,583938997,32736,18.812,4,10,583938997,-5
24720,18.798,583939001,32738,18.798,15,12,583939001,-3
24721,19.754,583939006,32740,19.754,33,14,583939006,-1
24722,6.31,583939029,32747,6.31,15,0,583939029,-15
24723,19.77,583939031,32748,19.77,37,1,583939031,1
24724,7.378,583939034,32749,7.378,18,2,583939034,-13
24725,19.8,583939036,32749,19.8,31,3,583939036,3
24726,8.824,583939038,32750,8.824,12,4,583939038,-11
24727,11.182,583939043,32752,11.182,14,6,583939043,-9
24728,14.532,583939047,32754,14.532,13,8,583939047,-7
24729,18.77,583939052,32755,18.77,7,10,583939052,-5
24730,18.776,583939057,32757,18.776,20,12,583939057,-3
24731,19.742,583939061,32759,19.742,30,14,583939061,-1
24732,6.308,583939084,32767,6.308,15,0,583939084,-15
24733,19.746,583939087,32768,19.746,40,1,583939087,1
24734,7.366,583939089,32769,7.366,16,2,583939089,-13
24735,19.79,583939091,32770,19.79,29,3,583939091,3
24736,8.82,583939094,32770,8.82,13,4,583939094,-11
24737,11.162,583939098,32772,11.162,17,6,583939098,-9
24738,14.528,583939103,32774,14.528,13,8,583939103,-7
24739,18.784,583939107,32775,18.784,2,10,583939107,-5
24740,18.802,583939112,32777,18.802,15,12,583939112,-3
24741,19.73,583939117,32779,19.73,30,14,583939117,-1
24742,6.3,583939140,32787,6.3,15,0,583939140,-15
24743,19.738,583939142,32788,19.738,37,1,583939142,1
24744,7.342,583939144,32789,7.342,18,2,583939144,-13
24745,19.798,583939147,32789,19.798,27,3,583939147,3
24746,8.808,583939149,32790,8.808,13,4,583939149,-11
24747,11.148,583939153,32792,11.148,15,6,583939153,-9
24748,14.492,583939158,32794,14.492,13,8,583939158,-7
24749,18.836,583939163,32795,18.836,2,10,583939163,-5
24750,18.838,583939167,32797,18.838,5,12,583939167,-3
24751,19.714,583939172,32799,19.714,30,14,583939172,-1
24752,6.304,583939195,32807,6.304,15,0,583939195,-15
24753,19.734,583939197,32808,19.734,37,1,583939197,1
24754,7.33,583939199,32809,7.33,17,2,583939199,-13
24755,19.772,583939202,32809,19.772,22,3,583939202,3
24756,8.796,583939204,32810,8.796,12,4,583939204,-11
24757,11.118,583939209,32812,11.118,15,6,583939209,-9
24758,14.448,583939213,32814,14.448,13,8,583939213,-7
24759,19.748,583939218,32815,19.748,14,10,583939218,-5
24760,19.714,583939227,32819,19.714,30,14,583939227,-1
24761,6.3,583939250,32827,6.3,15,0,583939250,-15
24762,19.728,583939252,32828,19.728,40,1,583939252,1
24763,7.322,583939255,32829,7.322,17,2,583939255,-13
24764,19.766,583939257,32830,19.766,18,3,583939257,3
24765,8.784,583939259,32830,8.784,13,4,583939259,-11
24766,11.09,583939264,32832,11.09,15,6,583939264,-9
24767,14.406,583939269,32834,14.406,11,8,583939269,-7
24768,19.752,583939273,32835,19.752,14,10,583939273,-5
24769,19.712,583939282,32839,19.712,33,14,583939282,-1
24770,6.28,583939305,32847,6.28,15,0,583939305,-15
24771,19.718,583939308,32848,19.718,37,1,583939308,1
24772,7.312,583939310,32849,7.312,19,2,583939310,-13
24773,19.752,583939312,32849,19.752,24,3,583939312,3
24774,8.754,583939315,32850,8.754,12,4,583939315,-11
24775,11.07,583939319,32852,11.07,15,6,583939319,-9
24776,14.378,583939324,32854,14.378,11,8,583939324,-7
24777,19.728,583939329,32855,19.728,14,10,583939329,-5
24778,20.982,583939331,32856,20.982,1,11,583939331,11
24779,19.682,583939338,32859,19.682,30,14,583939338,-1
24780,21.426,583939340,32860,21.426,2,15,583939340,15
24781,6.262,583939361,32867,6.262,18,0,583939361,-15
24782,19.704,583939363,32868,19.704,43,1,583939363,1
24783,7.314,583939365,32869,7.314,19,2,583939365,-13
24784,19.746,583939368,32869,19.746,29,3,583939368,3
24785,8.738,583939370,32870,8.738,11,4,583939370,-11
24786,11.042,583939375,32872,11.042,15,6,583939375,-9
24787,14.364,583939379,32874,14.364,13,8,583939379,-7
24788,19.72,583939384,32875,19.72,14,10,583939384,-5
24789,20.982,583939386,32876,20.982,1,11,583939386,11
24790,19.682,583939393,32879,19.682,30,14,583939393,-1
24791,21.386,583939395,32880,21.386,7,15,583939395,15
24792,6.254,583939416,32887,6.254,15,0,583939416,-15
24793,19.68,583939418,32888,19.68,43,1,583939418,1
24794,7.286,583939421,32889,7.286,17,2,583939421,-13
24795,19.746,583939423,32889,19.746,29,3,583939423,3
24796,8.728,583939425,32890,8.728,12,4,583939425,-11
24797,11.006,583939430,32892,11.006,15,6,583939430,-9
24798,14.33,583939435,32894,14.33,11,8,583939435,-7
24799,19.69,583939439,32895,19.69,9,10,583939439,-5
24800,18.738,583939444,32897,18.738,15,12,583939444,-3
24801,19.668,583939448,32899,19.668,33,14,583939448,-1
24802,21.526,583939451,32900,21.526,2,15,583939451,15
24803,6.244,583939471,32907,6.244,15,0,583939471,-15
24804,19.686,583939474,32908,19.686,40,1,583939474,1
24805,7.274,583939476,32909,7.274,19,2,583939476,-13
24806,19.732,583939478,32909,19.732,29,3,583939478,3
24807,8.722,583939481,32910,8.722,11,4,583939481,-11
24808,10.988,583939485,32912,10.988,17,6,583939485,-9
24809,14.278,583939490,32914,14.278,13,8,583939490,-7
24810,19.68,583939494,32915,19.68,14,10,583939494,-5
24811,18.704,583939499,32917,18.704,20,12,583939499,-3
24812,19.678,583939504,32919,19.678,30,14,583939504,-1
24813,6.238,583939527,32927,6.238,15,0,583939527,-15
24814,19.68,583939529,32928,19.68,37,1,583939529,1
24815,7.274,583939531,32929,7.274,17,2,583939531,-13
24816,19.712,583939534,32929,19.712,31,3,583939534,3
24817,8.7,583939536,32930,8.7,12,4,583939536,-11
24818,10.96,583939540,32932,10.96,17,6,583939540,-9
24819,14.236,583939545,32934,14.236,14,8,583939545,-7
24820,40.622,583939547,32934,40.622,18,9,583939547,9
24821,19.63,583939550,32935,19.63,7,10,583939550,-5
24822,18.684,583939554,32937,18.684,20,12,583939554,-3
24823,19.654,583939559,32939,19.654,30,14,583939559,-1
24824,6.222,583939582,32947,6.222,15,0,583939582,-15
24825,19.672,583939584,32948,19.672,37,1,583939584,1
24826,7.274,583939587,32949,7.274,17,2,583939587,-13
24827,19.71,583939589,32949,19.71,33,3,583939589,3
24828,8.682,583939591,32950,8.682,12,4,583939591,-11
24829,40.21,583939593,32951,40.21,11,5,583939593,5
24830,10.948,583939596,32952,10.948,17,6,583939596,-9
24831,40.282,583939598,32953,40.282,10,7,583939598,7
24832,14.214,583939600,32954,14.214,14,8,583939600,-7
24833,40.628,583939603,32954,40.628,9,9,583939603,9
24834,19.594,583939605,32955,19.594,11,10,583939605,-5
24835,18.672,583939610,32957,18.672,25,12,583939610,-3
24836,19.646,583939614,32959,19.646,30,14,583939614,-1
24837,6.206,583939637,32967,6.206,15,0,583939637,-15
24838,19.66,583939640,32968,19.66,37,1,583939640,1
24839,7.264,583939642,32969,7.264,14,2,583939642,-13
24840,19.712,583939644,32969,19.712,31,3,583939644,3
24841,8.69,583939646,32970,8.69,11,4,583939646,-11
24842,40.254,583939649,32971,40.254,5,5,583939649,5
24843,10.928,583939651,32972,10.928,17,6,583939651,-9
24844,14.198,583939656,32974,14.198,14,8,583939656,-7
24845,19.56,583939660,32975,19.56,9,10,583939660,-5
24846,18.658,583939665,32977,18.658,25,12,583939665,-3
24847,19.642,583939670,32979,19.642,30,14,583939670,-1
24848,6.196,583939693,32987,6.196,15,0,583939693,-15
24849,19.64,583939695,32988,19.64,37,1,583939695,1
24850,7.24,583939697,32989,7.24,16,2,583939697,-13
24851,19.702,583939699,32989,19.702,33,3,583939699,3
24852,8.666,583939702,32990,8.666,11,4,583939702,-11
24853,10.906,583939706,32992,10.906,20,6,583939706,-9
24854,14.194,583939711,32994,14.194,14,8,583939711,-7
24855,19.518,583939716,32995,19.518,7,10,583939716,-5
24856,18.626,583939720,32997,18.626,25,12,583939720,-3
24857,19.632,583939725,32999,19.632,33,14,583939725,-1
24858,6.204,583939748,33007,6.204,15,0,583939748,-15
24859,19.648,583939750,33008,19.648,40,1,583939750,1
24860,7.226,583939752,33009,7.226,17,2,583939752,-13
24861,19.688,583939755,33009,19.688,31,3,583939755,3
24862,8.658,583939757,33010,8.658,10,4,583939757,-11
24863,10.886,583939762,33012,10.886,20,6,583939762,-9
24864,14.172,583939766,33014,14.172,13,8,583939766,-7
24865,19.5,583939771,33015,19.5,9,10,583939771,-5
24866,18.64,583939775,33017,18.64,20,12,583939775,-3
24867,19.634,583939780,33019,19.634,30,14,583939780,-1
24868,6.222,583939803,33027,6.222,15,0,583939803,-15
24869,19.64,583939805,33028,19.64,37,1,583939805,1
24870,7.212,583939808,33029,7.212,16,2,583939808,-13
24871,19.674,583939810,33030,19.674,33,3,583939810,3
24872,8.638,583939812,33030,8.638,10,4,583939812,-11
24873,10.856,583939817,33032,10.856,17,6,583939817,-9
24874,29.982,583939819,33033,29.982,4,7,583939819,7
24875,14.166,583939822,33034,14.166,14,8,583939822,-7
24876,19.446,583939826,33035,19.446,7,10,583939826,-5
24877,18.678,583939831,33037,18.678,15,12,583939831,-3
24878,19.614,583939835,33039,19.614,33,14,583939835,-1
24879,6.208,583939858,33047,6.208,15,0,583939858,-15
24880,19.64,583939861,33048,19.64,40,1,583939861,1
24881,7.194,583939863,33049,7.194,16,2,583939863,-13
24882,19.68,583939865,33050,19.68,31,3,583939865,3
24883,8.622,583939868,33050,8.622,10,4,583939868,-11
24884,30,583939870,33051,30,20,5,583939870,5
24885,10.854,583939872,33052,10.854,20,6,583939872,-9
24886,14.164,583939877,33054,14.164,13,8,583939877,-7
24887,19.4,583939881,33055,19.4,9,10,583939881,-5
24888,20.778,583939884,33056,20.778,1,11,583939884,11
24889,19.608,583939891,33059,19.608,19,14,583939891,-1
24890,6.192,583939914,33066,6.192,15,0,583939914,-15
24891,19.616,583939916,33067,19.616,40,1,583939916,1
24892,7.196,583939918,33068,7.196,14,2,583939918,-13
24893,19.668,583939921,33069,19.668,31,3,583939921,3
24894,8.606,583939923,33069,8.606,10,4,583939923,-11
24895,10.818,583939928,33071,10.818,20,6,583939928,-9
24896,14.152,583939932,33073,14.152,13,8,583939932,-7
24897,19.34,583939937,33074,19.34,9,10,583939937,-5
24898,20.78,583939939,33075,20.78,2,11,583939939,11
24899,19.606,583939946,33078,19.606,24,14,583939946,-1
24900,6.194,583939969,33086,6.194,15,0,583939969,-15
24901,19.602,583939971,33087,19.602,40,1,583939971,1
24902,7.186,583939974,33088,7.186,11,2,583939974,-13
24903,19.662,583939976,33089,19.662,33,3,583939976,3
24904,8.602,583939978,33089,8.602,10,4,583939978,-11
24905,10.792,583939983,33091,10.792,17,6,583939983,-9
24906,14.148,583939987,33093,14.148,13,8,583939987,-7
24907,19.32,583939992,33094,19.32,11,10,583939992,-5
24908,19.602,583940001,33098,19.602,30,14,583940001,-1
24909,6.196,583940024,33106,6.196,15,0,583940024,-15
24910,19.604,583940027,33107,19.604,43,1,583940027,1
24911,7.17,583940029,33108,7.17,13,2,583940029,-13
24912,19.654,583940031,33109,19.654,33,3,583940031,3
24913,8.594,583940034,33109,8.594,11,4,583940034,-11
24914,10.766,583940038,33111,10.766,17,6,583940038,-9
24915,14.126,583940043,33113,14.126,14,8,583940043,-7
24916,19.236,583940047,33114,19.236,2,10,583940047,-5
24917,19.606,583940052,33116,19.606,5,12,583940052,-3
24918,19.604,583940057,33118,19.604,33,14,583940057,-1
24919,6.212,583940080,33126,6.212,15,0,583940080,-15
24920,19.608,583940082,33127,19.608,48,1,583940082,1
24921,7.186,583940084,33128,7.186,13,2,583940084,-13
24922,19.648,583940087,33129,19.648,31,3,583940087,3
24923,8.576,583940089,33129,8.576,12,4,583940089,-11
24924,10.76,583940093,33131,10.76,17,6,583940093,-9
24925,14.092,583940098,33133,14.092,14,8,583940098,-7
24926,19.584,583940107,33136,19.584,47,12,583940107,-3
24927,19.59,583940112,33138,19.59,33,14,583940112,-1
24928,6.204,583940135,33146,6.204,15,0,583940135,-15
24929,19.604,583940137,33147,19.604,43,1,583940137,1
24930,7.196,583940140,33148,7.196,14,2,583940140,-13
